hop_name	hop_purpose	country	link	brew_value	range_min	range_max	range_mean
Mount Hood	Aroma	United States of America	https://beermaverick.com/hop/mount-hood/	All Others	5	51	51
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Alpha Acid %	5	9.4	7.2
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Beta Acid %	5	9.2	7.1
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Alpha-Beta Ratio	1	2	1
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Co-Humulone as % of Alpha	21	34	27.5
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Total Oils (mL/100g)	0.2	3.9	2.1
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Myrcene	58	59	58.5
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Humulene	17	18	17.5
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Caryophyllene	7	8	7.5
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	Farnesene	0	1	0.5
Mount Rainier	Dual	United States of America	https://beermaverick.com/hop/mount-rainier/	All Others	14	18	18
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Alpha Acid %	3.5	4.5	4
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Beta Acid %	5.5	8	6.8
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Alpha-Beta Ratio	0	1	1
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Co-Humulone as % of Alpha	NA	NA	45
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Total Oils (mL/100g)	0.5	1.5	1
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Myrcene	47	49	48
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Humulene	NA	NA	NA
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Caryophyllene	NA	NA	NA
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	Farnesene	NA	NA	NA
Multihead	Aroma	United States of America	https://beermaverick.com/hop/multihead/	All Others	51	53	53
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Alpha Acid %	10.5	17	13.8
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Beta Acid %	5.5	9.1	7.3
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Alpha-Beta Ratio	1	3	2
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Co-Humulone as % of Alpha	36	38	37
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Total Oils (mL/100g)	1.3	3.6	2.5
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Myrcene	45	55	50
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Humulene	15	20	17.5
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Caryophyllene	7	11	9
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	Farnesene	0	1	0.5
Newport	Bittering	United States of America	https://beermaverick.com/hop/newport/	All Others	13	33	33
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Alpha Acid %	4.2	4.5	4.4
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Beta Acid %	4.9	5.3	5.1
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Alpha-Beta Ratio	1	1	1
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Co-Humulone as % of Alpha	NA	NA	27
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Total Oils (mL/100g)	NA	NA	0.7
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Myrcene	34	38	36
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Humulene	22	23	22.5
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Caryophyllene	26	28	27
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	Farnesene	6	8	7
Nobility Blend	Dual	United States of America	https://beermaverick.com/hop/nobility/	All Others	3	12	12
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Alpha Acid %	7	10	8.5
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Beta Acid %	4	5.5	4.8
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Alpha-Beta Ratio	1	3	2
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Co-Humulone as % of Alpha	24	32	28
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Total Oils (mL/100g)	1.2	2.5	1.9
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Myrcene	23	29	26
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Humulene	40	45	42.5
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Caryophyllene	13	17	15
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	Farnesene	0	1	0.5
Northdown	Dual	United States of America	https://beermaverick.com/hop/northdown/	All Others	8	24	24
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Alpha Acid %	7	10	8.5
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Beta Acid %	3	5.5	4.3
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Alpha-Beta Ratio	1	3	2
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Co-Humulone as % of Alpha	27	34	30.5
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Total Oils (mL/100g)	1	2	1.5
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Myrcene	35	45	40
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Humulene	27	31	29
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Caryophyllene	11	15	13
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	Farnesene	0	1	0.5
Northern Brewer (US)	Bittering	United States of America	https://beermaverick.com/hop/northern-brewer-us/	All Others	8	27	27
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Alpha Acid %	9.5	16	12.8
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Beta Acid %	3	5.8	4.4
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Alpha-Beta Ratio	2	5	3
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Co-Humulone as % of Alpha	22	30	26
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Total Oils (mL/100g)	0.9	3.3	2.1
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Myrcene	48	59	53.5
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Humulene	12	22	17
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Caryophyllene	7	10	8.5
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	Farnesene	0	1	0.5
Nugget	Dual	United States of America	https://beermaverick.com/hop/nugget/	All Others	8	33	33
Old Mission	Aroma	United States of America	https://beermaverick.com/hop/old-mission/	Alpha Acid %	NA	NA	4.3
Old Mission	Aroma	United States of America	https://beermaverick.com/hop/old-mission/	Beta Acid %	NA	NA	3.7
Old Mission	Aroma	United States of America	https://beermaverick.com/hop/old-mission/	Co-Humulone as % of Alpha	NA	NA	NA
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Alpha Acid %	10.6	13.8	12.2
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Beta Acid %	3.8	6.1	5
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Alpha-Beta Ratio	2	4	3
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Co-Humulone as % of Alpha	NA	NA	31
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Total Oils (mL/100g)	86	2.5	1.7
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Myrcene	45	55	50
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Humulene	9	13	11
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Caryophyllene	7	12	9.5
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	Farnesene	0	1	0.5
Olympic	Dual	United States of America	https://beermaverick.com/hop/olympic/	All Others	19	39	39
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	Alpha Acid %	NA	NA	3.9
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	Beta Acid %	NA	NA	3
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	Co-Humulone as % of Alpha	NA	NA	27
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	Total Oils (mL/100g)	NA	NA	0.5
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	Myrcene	45	55	50
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	Humulene	19	21	20
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	Caryophyllene	6	10	8
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	Farnesene	0	1	0.5
Pacific Crest	Aroma	United States of America	https://beermaverick.com/hop/pacific-crest/	All Others	13	30	30
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Alpha Acid %	17	20	18.5
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Beta Acid %	4.5	6	5.3
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Alpha-Beta Ratio	3	4	4
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Co-Humulone as % of Alpha	26	32	29
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Total Oils (mL/100g)	1	2.5	1.8
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Myrcene	58	72	65
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Humulene	8	11	9.5
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Caryophyllene	3	6	4.5
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	Farnesene	0	1	0.5
Pahto	Bittering	United States of America	https://beermaverick.com/hop/pahto/	All Others	10	31	31
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Alpha Acid %	5.5	10	7.8
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Beta Acid %	5.5	8	6.8
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Alpha-Beta Ratio	1	2	1
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Co-Humulone as % of Alpha	24	29	26.5
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Total Oils (mL/100g)	0.8	2	1.4
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Myrcene	45	55	50
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Humulene	10	20	15
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Caryophyllene	8	16	12
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	Farnesene	0	1	0.5
Palisade	Dual	United States of America	https://beermaverick.com/hop/palisade/	All Others	8	37	37
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Alpha Acid %	8	11.7	9.9
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Beta Acid %	3.9	6.3	5.1
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Alpha-Beta Ratio	1	3	2
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Co-Humulone as % of Alpha	34	35	34.5
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Total Oils (mL/100g)	1.2	2.1	1.7
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Myrcene	39	40	39.5
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Humulene	4	5	4.5
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Caryophyllene	3	4	3.5
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	Farnesene	0	1	0.5
Paradigm	Aroma	United States of America	https://beermaverick.com/hop/paradigm/	All Others	50	54	54
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Alpha Acid %	13	16	14.5
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Beta Acid %	3.5	5	4.3
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Alpha-Beta Ratio	3	5	4
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Co-Humulone as % of Alpha	27	30	28.5
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Total Oils (mL/100g)	1	3	2
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Myrcene	20	30	25
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Humulene	20	28	24
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Caryophyllene	15	20	17.5
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	Farnesene	0	1	0.5
Pekko	Dual	United States of America	https://beermaverick.com/hop/pekko/	All Others	21	45	45
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Alpha Acid %	4	9	6.5
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Beta Acid %	2.5	4.5	3.5
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Alpha-Beta Ratio	1	4	2
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Co-Humulone as % of Alpha	28	35	31.5
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Total Oils (mL/100g)	0.5	2	1.3
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Myrcene	30	45	37.5
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Humulene	28	34	31
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Caryophyllene	12	16	14
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	Farnesene	0	1	0.5
Perle (US)	Dual	United States of America	https://beermaverick.com/hop/perle-us/	All Others	4	30	30
Petoskey	Aroma	United States of America	https://beermaverick.com/hop/petoskey/	Alpha Acid %	NA	NA	12.1
Petoskey	Aroma	United States of America	https://beermaverick.com/hop/petoskey/	Beta Acid %	NA	NA	6.2
Petoskey	Aroma	United States of America	https://beermaverick.com/hop/petoskey/	Co-Humulone as % of Alpha	NA	NA	NA
Prussian	Aroma	United States of America	https://beermaverick.com/hop/prussian/	Alpha Acid %	NA	NA	4.3
Prussian	Aroma	United States of America	https://beermaverick.com/hop/prussian/	Beta Acid %	NA	NA	2.7
Prussian	Aroma	United States of America	https://beermaverick.com/hop/prussian/	Co-Humulone as % of Alpha	NA	NA	NA
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Alpha Acid %	3	4.5	3.8
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Beta Acid %	3	4.5	3.8
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Alpha-Beta Ratio	1	2	1
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Co-Humulone as % of Alpha	24	28	26
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Total Oils (mL/100g)	0.5	1	0.8
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Myrcene	25	30	27.5
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Humulene	35	40	37.5
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Caryophyllene	9	11	10
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	Farnesene	9	13	11
Saaz (US)	Aroma	United States of America	https://beermaverick.com/hop/saaz-us/	All Others	6	22	22
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Alpha Acid %	12	17	14.5
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Beta Acid %	4	7	5.5
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Alpha-Beta Ratio	2	4	3
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Co-Humulone as % of Alpha	20	24	22
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Total Oils (mL/100g)	1.8	3.5	2.7
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Myrcene	50	68	59
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Humulene	7	14	10.5
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Caryophyllene	7	11	9
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	Farnesene	0	1	0.5
Sabro	Aroma	United States of America	https://beermaverick.com/hop/sabro/	All Others	6	36	36
Samba	Aroma	United States of America	https://beermaverick.com/hop/samba/	Alpha Acid %	8	12	10
Samba	Aroma	United States of America	https://beermaverick.com/hop/samba/	Beta Acid %	4	6	5
Samba	Aroma	United States of America	https://beermaverick.com/hop/samba/	Alpha-Beta Ratio	1	3	2
Samba	Aroma	United States of America	https://beermaverick.com/hop/samba/	Co-Humulone as % of Alpha	28	32	30
Samba	Aroma	United States of America	https://beermaverick.com/hop/samba/	Total Oils (mL/100g)	1.5	2.5	2
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Alpha Acid %	5	8.5	6.8
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Beta Acid %	5.3	8.5	6.9
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Alpha-Beta Ratio	1	2	1
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Co-Humulone as % of Alpha	18	24	21
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Total Oils (mL/100g)	1	2.2	1.6
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Myrcene	15	25	20
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Humulene	20	30	25
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Caryophyllene	6	9	7.5
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	Farnesene	14	18	16
Santiam	Aroma	United States of America	https://beermaverick.com/hop/santiam/	All Others	18	45	45
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Alpha Acid %	12	14.5	13.3
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Beta Acid %	8.5	9	8.8
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Alpha-Beta Ratio	1	2	2
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Co-Humulone as % of Alpha	32	35	33.5
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Total Oils (mL/100g)	1.5	2.8	2.2
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Myrcene	40	45	42.5
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Humulene	15	20	17.5
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Caryophyllene	7	10	8.5
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	Farnesene	0	1	0.5
Satus	Bittering	United States of America	https://beermaverick.com/hop/satus/	All Others	24	38	38
Saugatuck	Aroma	United States of America	https://beermaverick.com/hop/saugatuck/	Alpha Acid %	NA	NA	5.4
Saugatuck	Aroma	United States of America	https://beermaverick.com/hop/saugatuck/	Beta Acid %	NA	NA	3.3
Saugatuck	Aroma	United States of America	https://beermaverick.com/hop/saugatuck/	Co-Humulone as % of Alpha	NA	NA	NA
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Alpha Acid %	9	12	10.5
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Beta Acid %	3.5	5.5	4.5
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Alpha-Beta Ratio	2	3	3
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Co-Humulone as % of Alpha	28	32	30
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Total Oils (mL/100g)	1.5	2.5	2
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Myrcene	55	65	60
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Humulene	NA	NA	NA
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Caryophyllene	5	9	7
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	Farnesene	12	20	16
Sequoia Blend	Aroma	United States of America	https://beermaverick.com/hop/sequoia/	All Others	6	28	28
Shaddock	Aroma	United States of America	https://beermaverick.com/hop/shaddock/	Alpha Acid %	NA	NA	5
Shaddock	Aroma	United States of America	https://beermaverick.com/hop/shaddock/	Beta Acid %	NA	NA	3.6
Shaddock	Aroma	United States of America	https://beermaverick.com/hop/shaddock/	Co-Humulone as % of Alpha	NA	NA	NA
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Alpha Acid %	11	15	13
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Beta Acid %	3	5	4
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Alpha-Beta Ratio	2	5	4
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Co-Humulone as % of Alpha	15	21	18
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Total Oils (mL/100g)	0.8	3.2	2
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Myrcene	40	50	45
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Humulene	15	20	17.5
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Caryophyllene	8	14	11
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	Farnesene	0	1	0.5
Simcoe	Dual	United States of America	https://beermaverick.com/hop/simcoe/	All Others	15	37	37
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Alpha Acid %	7.2	7.6	7.4
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Beta Acid %	4.2	4.5	4.4
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Alpha-Beta Ratio	2	2	2
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Co-Humulone as % of Alpha	27	28	27.5
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Total Oils (mL/100g)	NA	NA	0.9
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Myrcene	50	58	54
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Humulene	10	11	10.5
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Caryophyllene	NA	NA	NA
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	Farnesene	9	10	9.5
Sitiva Blend	Aroma	United States of America	https://beermaverick.com/hop/sitiva/	All Others	21	31	31
Sonnet	Aroma	United States of America	https://beermaverick.com/hop/sonnet/	Alpha Acid %	2.6	7.4	5
Sonnet	Aroma	United States of America	https://beermaverick.com/hop/sonnet/	Beta Acid %	2	3.7	2.9
Sonnet	Aroma	United States of America	https://beermaverick.com/hop/sonnet/	Alpha-Beta Ratio	1	4	2
Sonnet	Aroma	United States of America	https://beermaverick.com/hop/sonnet/	Co-Humulone as % of Alpha	0.2	1	0.6
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Alpha Acid %	5.5	8.5	7
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Beta Acid %	4	6	5
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Alpha-Beta Ratio	1	2	2
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Co-Humulone as % of Alpha	22	28	25
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Total Oils (mL/100g)	1	2	1.5
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Myrcene	35	45	40
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Humulene	16	18	17
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Caryophyllene	5	8	6.5
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	Farnesene	15	19	17
Sterling	Aroma	United States of America	https://beermaverick.com/hop/sterling/	All Others	10	29	29
Sticky Fingers Blend	Dual	United States of America	https://beermaverick.com/hop/sticky-fingers/	Alpha Acid %	NA	NA	11.9
Sticky Fingers Blend	Dual	United States of America	https://beermaverick.com/hop/sticky-fingers/	Beta Acid %	NA	NA	4.6
Sticky Fingers Blend	Dual	United States of America	https://beermaverick.com/hop/sticky-fingers/	Co-Humulone as % of Alpha	28	29	28.5
Sticky Fingers Blend	Dual	United States of America	https://beermaverick.com/hop/sticky-fingers/	Total Oils (mL/100g)	NA	NA	0.8
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Alpha Acid %	6	12	9
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Beta Acid %	4	6	5
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Alpha-Beta Ratio	1	3	2
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Co-Humulone as % of Alpha	21	28	24.5
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Total Oils (mL/100g)	1.3	1.9	1.6
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Myrcene	44	48	46
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Humulene	19	23	21
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Caryophyllene	5	7	6
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	Farnesene	11	17	14
Stirling	Dual	United States of America	https://beermaverick.com/hop/stirling/	All Others	5	21	21
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Alpha Acid %	11	12.5	11.8
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Beta Acid %	5	7	6
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Alpha-Beta Ratio	2	3	2
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Co-Humulone as % of Alpha	NA	NA	21
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Total Oils (mL/100g)	2.3	3.5	2.9
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Myrcene	52	65	58.5
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Humulene	22	30	26
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Caryophyllene	5	13	9
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	Farnesene	0	1	0.5
Strata	Dual	United States of America	https://beermaverick.com/hop/strata/	All Others	0	21	21
Sultana (Denali)	Dual	United States of America	https://beermaverick.com/hop/denali/	Alpha Acid %	13	16	14.5
Sultana (Denali)	Dual	United States of America	https://beermaverick.com/hop/denali/	Beta Acid %	3.5	7	5.3
Sultana (Denali)	Dual	United States of America	https://beermaverick.com/hop/denali/	Alpha-Beta Ratio	2	5	3
Sultana (Denali)	Dual	United States of America	https://beermaverick.com/hop/denali/	Co-Humulone as % of Alpha	22	26	24
